"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Tue Nov 28 12:48:48 +0000 2023","1729482471555965248","-star guys seatplan yoasobi nih harganya lumayan murah 🥹🥹 sapa yg mau nontonnn???? https://t.co/o0E7OtZkmi","262","101","16","189","in","1210342758029807616","1729482471555965248","starfess","https://twitter.com/starfess/status/1729482471555965248","https://pbs.twimg.com/media/GABbJDeaMAArAxV.jpg","RULES DI LINK"
"Sun Nov 26 05:03:01 +0000 2023","1728640478655152386","Dijual murah gentong bernyawa buat modal nonton konser yoasobi  750jt deal nego tipis bonus bapaknya https://t.co/k80geXzWi6","0","4","0","71","in","1684874639095504896","1728640478655152386","ikikemul","https://twitter.com/ikikemul/status/1728640478655152386","https://pbs.twimg.com/media/F_1dWntasAA3Cti.jpg",""
"Wed Nov 29 07:40:03 +0000 2023","1729767163513180233","Wah ternyata lebih murah harga tiket konser Yoasobi di korea dibanding Jakarta    1 45 jt (KRW 121 000) sydag termasuk pajak dan seating bebas.   Padahal UMR Seoul 24 juta sebulan😭 https://t.co/ns5REDzYER","51","28","164","525","in","1270376404551524353","1729767163513180233","anggapph2","https://twitter.com/anggapph2/status/1729767163513180233","https://pbs.twimg.com/media/GAFbVzBbQAAnRRU.png","Tuan/His Excellency"
"Tue Nov 28 12:51:45 +0000 2023","1729483216208461957","HAHH YOASOBI MURAH WKWKW https://t.co/rrdrl1o2ux","4","14","0","0","in","834757717109592065","1729483216208461957","jingriu","https://twitter.com/jingriu/status/1729483216208461957","https://pbs.twimg.com/media/GABb0Boa0AE-was.jpg","DO NOT FOLLOW FIRST 21+ / Dif "
"Tue Nov 28 13:50:03 +0000 2023","1729497887367741494","yoasobi KOK MURAH","0","4","0","0","in","1284418217989910528","1729497887367741494","melozicam","https://twitter.com/melozicam/status/1729497887367741494","",""
"Tue Nov 28 13:18:33 +0000 2023","1729489958459834797","TIKET YOASOBI FESTNYA KOK MURAH HEE?!?! 😭😭","0","2","0","1","in","1176437339242950657","1729489958459834797","Supervoid_","https://twitter.com/Supervoid_/status/1729489958459834797","","［ olympus ］"
"Tue Nov 28 13:38:15 +0000 2023","1729494918459256936","warga +62 keseringan lihat pricelist konser bernominal UMR sampai tiket yoasobi 1-2 juta auto bilang "MURAH BANGET"","1107","75","2146","6908","in","43897705","1729494918459256936","jilansy","https://twitter.com/jilansy/status/1729494918459256936","","Lang:🇮🇩🇬🇧🇯🇵 Topic:📚🎬☕️"
"Tue Nov 28 12:29:32 +0000 2023","1729477624240746627","WEH!! Price list Yoasobi udah keluar! Ini terbilang murah nggak sihhh😆 tapi 1 Desember Jumat besok banget banget nihhhhhh?!!!😭 https://t.co/6D7sySod91","0","1","0","0","in","1352998625178128384","1729477624240746627","Sherrry_9712","https://twitter.com/Sherrry_9712/status/1729477624240746627","https://pbs.twimg.com/media/GABWuoobkAArOs7.jpg",""
"Tue Nov 28 12:29:21 +0000 2023","1729477577272877169","TIKET YOASOBI MURAH AMAY??????","0","2","0","0","in","1329376641001213953","1729477577272877169","tincggi","https://twitter.com/tincggi/status/1729477577272877169","",""
"Tue Nov 28 14:06:53 +0000 2023","1729502123224695017","Jujur tiket Yoasobi ini ga mahal bgt. Emg gwnya aja yg terlalu miskin😭 https://t.co/JztdQnaoo0","0","0","0","0","in","1371386057216860164","1729502123224695017","cristhgrande","https://twitter.com/cristhgrande/status/1729502123224695017","https://pbs.twimg.com/media/GABtA6hXsAAWPa6.jpg","west side"
"Sun Nov 26 00:39:54 +0000 2023","1728574263563825292","Thanks trakteernya semoga puas 🙏 Sgtu aja leak nya konten full bisa beli langsung ke orangnya   mahal bjirr :v  Link https://t.co/7GrF54RpZy  Donate/req https://t.co/WPI4mpFU0v  FIFA Kelas 12 PSSI Nanami Firli Krystal Gemoy Cinta Laura YOASOBI bambam Mendung Liverpool #Mydemon https://t.co/6xJSnpeqDi","0","0","7","23","in","1699302320461504512","1728574263563825292","arielgamtenk","https://twitter.com/arielgamtenk/status/1728574263563825292","https://pbs.twimg.com/media/F_0hIQWakAAL9G9.jpg","New Jersey, USA"
"Tue Nov 28 13:46:02 +0000 2023","1729496877639594172","nonton yoasobi di jepang langsung aja lebih murah 🤣","0","2","3","5","in","116441804","1729496877639594172","hazumidayo","https://twitter.com/hazumidayo/status/1729496877639594172","","Kanazawa-shi, Ishikawa"
"Wed Nov 29 04:37:44 +0000 2023","1729721280193056801","pl yoasobi murah juga ya 🥲","0","2","0","0","in","1235722780500307968","1729721280193056801","kaashisme","https://twitter.com/kaashisme/status/1729721280193056801","","she/her"
"Tue Nov 28 16:21:48 +0000 2023","1729536077986460022","mahal bgtsih tiket yoasobi 🥲🥲🥲🥲","0","1","0","0","in","1450976934515523584","1729536077986460022","trik0i","https://twitter.com/trik0i/status/1729536077986460022","",""
"Tue Nov 28 12:31:20 +0000 2023","1729478076780990632","Gas gak sih ini yoasobi murah tiket kapan jual","0","1","0","0","in","587323149","1729478076780990632","ddumptra5h","https://twitter.com/ddumptra5h/status/1729478076780990632","","indonesia"
"Wed Nov 29 05:42:51 +0000 2023","1729737668076986429","yoasobi murah bgt bjir aku ingin sekali😭","0","2","0","0","in","807821623457816576","1729737668076986429","qkrtn_","https://twitter.com/qkrtn_/status/1729737668076986429","","main: 레드벨벳💚 | 🏹🎏•⛩️"
"Tue Nov 28 12:07:05 +0000 2023","1729471976249676191","FAKLAHHHH TIKET YOASOBI MURAH BANGET 😭 https://t.co/ndZewpqtvh","0","2","0","0","in","215162965","1729471976249676191","foresyadow","https://twitter.com/foresyadow/status/1729471976249676191","https://pbs.twimg.com/media/GABRmNGbUAAbDYI.jpg","🇮🇩 | a bit selective!"
"Wed Nov 29 05:10:30 +0000 2023","1729729527935381902","Yoasobi murah bgt 😭😭","0","3","0","0","in","1608451278551777281","1729729527935381902","j3_inhyeong","https://twitter.com/j3_inhyeong/status/1729729527935381902","",""
"Wed Nov 29 07:47:13 +0000 2023","1729768965964959949","Yoasobi di Istora sumpah ini murah banget ketimbang konser Korea sih. Warnya pasti bersama para wibu https://t.co/bJW8RFeGCe","0","2","0","0","in","134371324","1729768965964959949","NachosMoving","https://twitter.com/NachosMoving/status/1729768965964959949","https://pbs.twimg.com/media/GAFftP1aQAAlipF.jpg",""
"Mon Nov 27 04:10:14 +0000 2023","1728989583139033135","MAHAL NYA YA AULOH!  IVE OIII AKU NAK KOREK DUIT KAT MANA!!!???  CF LAGI  YOASOBI LAGI. https://t.co/XQmaf8RyWY","0","1","0","1","in","990044730326110208","1728989583139033135","gatto_nkmaco","https://twitter.com/gatto_nkmaco/status/1728989583139033135","https://pbs.twimg.com/tweet_video_thumb/F_6a24sbAAAurSv.jpg","Ampang, Wilayah Persekutuan Ku"
"Tue Nov 28 15:17:58 +0000 2023","1729520012245999829","Banyak yg bilang tiket konser Yoasobi di Istora terbilang murah berarti orang yg penghasilan di atas rata2 orang Indonesia yg jadi wibu sekarang udah lumayan banyak ya?  Kenapa gw bukan salah satunya? 😭 https://t.co/TWIOhe8WuP","0","2","0","2","in","1081815945939546113","1729520012245999829","astroharis","https://twitter.com/astroharis/status/1729520012245999829","https://pbs.twimg.com/media/GAB9RulaMAAQx4B.jpg","Tobetsu-cho, Hokkaidō"
"Tue Nov 28 12:45:01 +0000 2023","1729481522884010471","FAKKKK MURAH COK YOASOBI qlhdakgdakfxdwlgdwlhaxllyadxlyx https://t.co/AglgID08ep","0","1","0","0","in","977445899361124352","1729481522884010471","Yerwonie","https://twitter.com/Yerwonie/status/1729481522884010471","https://pbs.twimg.com/media/GABaRo6b0AAfzn3.jpg","Tokyo-to, Japan"
"Wed Nov 29 08:50:35 +0000 2023","1729784910552981828","Weh tiket yoasobi tu beneran kh?😭 murah banget😭😭 maw nonton😭😭😭","0","2","0","0","in","1582661338291400705","1729784910552981828","njskyaegi","https://twitter.com/njskyaegi/status/1729784910552981828","",""
"Tue Nov 28 13:35:18 +0000 2023","1729494174381326537","ANYING TIKET YOASOBI MURAH BANGET 😭","0","2","0","0","in","1513534505285750791","1729494174381326537","L0IDF0RGER","https://twitter.com/L0IDF0RGER/status/1729494174381326537","","He/My | ♊ bitches— 20+ 🇮🇩"
"Tue Nov 28 12:06:36 +0000 2023","1729471851485945981","ADUH YOASOBI PALING MURAH 1.3 BAJINGANN","0","2","0","1","in","1116336985902174208","1729471851485945981","parkinguyvalet","https://twitter.com/parkinguyvalet/status/1729471851485945981","","Wakanda"
"Tue Nov 28 12:14:34 +0000 2023","1729473859903160658","Bjirrrr ini yoasobi pricelist nya murah amat takut ga kedapetan 😫😫 https://t.co/V68l1g8LmV","0","1","0","0","in","1409208866621980674","1729473859903160658","hoshiigumi","https://twitter.com/hoshiigumi/status/1729473859903160658","https://pbs.twimg.com/media/GABTTmnaQAATAv8.jpg",""
"Wed Nov 29 03:00:46 +0000 2023","1729696879565266996","yoasobi konser di jakarta murah amat tiketnya jir","0","1","0","0","in","748812593796485120","1729696879565266996","ijairpsamid","https://twitter.com/ijairpsamid/status/1729696879565266996","","Indonesia"
"Tue Nov 28 15:04:29 +0000 2023","1729516617493893320","tiket yoasobi murah bet anjrit dibanding oor  mana dapet freebies pula tiket termahalnya😭","0","3","0","1","in","1641934748066127872","1729516617493893320","aerimiesse_","https://twitter.com/aerimiesse_/status/1729516617493893320","","Indonesia"
"Sat Nov 25 05:30:22 +0000 2023","1728284973986369553","Rekomendasi Sepatu Running Murah Di Kantong!  Wajib cek disini🌟 Save Aja Dulu  CO nya Belakangan!  -A thread-  Tag: #zonauang Rebecca Prof. Dr. Petrus R. Golose Jungpal FIFA #SongKang Mendung Hari Sabtu Papua Firli Nanami YOASOBI https://t.co/q1g9YphBe8","1","1","1","2","in","1546761619102789632","1728284973986369553","Skyr2023","https://twitter.com/Skyr2023/status/1728284973986369553","https://pbs.twimg.com/media/F_waAYmbQAA1wAi.jpg",""
"Mon Nov 27 07:40:00 +0000 2023","1729042373693554712","tmn : pen ntn yanusi tp mahal tiketnya me : yanusi siapa? tmn : itu yg dr jepang. mau konser di jkt me : yoasobi anyingg 😭","0","1","0","1","in","2178191341","1729042373693554712","alvinxal","https://twitter.com/alvinxal/status/1729042373693554712","","Bogor, Jawa Barat"
"Wed Nov 29 02:17:42 +0000 2023","1729686038698680784","Tiket pesawat tuh kenapa mahal banget sih bangsat. Yakali tiket konser Yoasobi Festival 1 5jt  tiket pesawat Koe-Cgk-Koe 5jt. Klo PP masih 2jtan mah gw jabanin sumpah.","0","2","0","0","in","144218474","1729686038698680784","msneuvillette","https://twitter.com/msneuvillette/status/1729686038698680784","","Sesuai SK"
"Mon Nov 27 14:41:27 +0000 2023","1729148435734139203","Feeling aku YOASOBI tiketnya mahal 🙂","0","4","0","0","in","62780040","1729148435734139203","ansaudi","https://twitter.com/ansaudi/status/1729148435734139203","","+62"
"Wed Nov 29 05:37:00 +0000 2023","1729736194253074713","itu tiket yoasobi murah bgt anjing tp terhalang flight pp🥲","0","1","0","0","in","579560129","1729736194253074713","acciolemon","https://twitter.com/acciolemon/status/1729736194253074713","","ca - 20+ mdni"
"Tue Nov 28 15:44:30 +0000 2023","1729526689854890395","puji tuhan yoasobi ga mahal","0","2","0","0","in","276926949","1729526689854890395","redyyder","https://twitter.com/redyyder/status/1729526689854890395","","Jakarta Capital Region, Indone"
"Wed Nov 29 10:35:43 +0000 2023","1729811368247763014","Bingung mau nonton konser YOASOBI atau ngga karena beberapa poin: 1. Cukup mahal mengingat venue dan benefit yang didapat 2. Hari kerja dan endnya pasti malem 3. Moda transportasi buat balik ke Cikarang","0","1","0","0","in","1082138664178597889","1729811368247763014","dhimas_raharjo","https://twitter.com/dhimas_raharjo/status/1729811368247763014","",""
"Wed Nov 29 05:42:01 +0000 2023","1729737456084287760","liat harga tix yoasobi murah bgt 😭","0","0","0","0","in","1131060851023130624","1729737456084287760","notsonaia","https://twitter.com/notsonaia/status/1729737456084287760","",""
"Tue Nov 28 15:48:37 +0000 2023","1729527725810229588","Yoasobi Malay murah lagi  beli ga ya","0","2","0","0","in","495740778","1729527725810229588","bagasetyo","https://twitter.com/bagasetyo/status/1729527725810229588","","Batam"
"Wed Nov 29 01:34:48 +0000 2023","1729675241897484293","gmn yak yoasobi plg murah 1.25 cok lgsg abis lah duit w itu","0","2","0","0","in","1482933833112891394","1729675241897484293","haerinnangor","https://twitter.com/haerinnangor/status/1729675241897484293","",""
"Sat Nov 25 02:31:26 +0000 2023","1728239943217201224","Demi apa yoasobi januari 2024 kesini  tiketnya bakal mahal ga ya  harus nonton  keep THR","0","1","0","0","in","1246008524380835840","1728239943217201224","taridayy","https://twitter.com/taridayy/status/1728239943217201224","",""
"Tue Nov 28 13:32:36 +0000 2023","1729493496275599762","KOK MURAH SIH YOASOBI jd pengen","0","1","0","0","in","396088613","1729493496275599762","softdragontofu","https://twitter.com/softdragontofu/status/1729493496275599762","","ID"
"Wed Nov 29 00:48:20 +0000 2023","1729663549360710001","Ticket YOASOBI pon mahal siaq…. 🥲","0","0","0","0","in","1630061115928645635","1729663549360710001","Kuroocoser","https://twitter.com/Kuroocoser/status/1729663549360710001","","Malaysia 🇲🇾 | IG : @kuroocos"
"Tue Nov 28 13:38:12 +0000 2023","1729494907067482460","Murah bener tiket yoasobi 😭","0","0","0","0","in","756629491","1729494907067482460","rizkii_FR","https://twitter.com/rizkii_FR/status/1729494907067482460","",""
"Wed Nov 29 06:12:22 +0000 2023","1729745096008950267","Apa budget ilichil gue potong aja ya. Beli yang paling murah biar bisa nonton yoasobi 😔😔😔","0","1","0","0","in","1321793999120728064","1729745096008950267","sungchanuna","https://twitter.com/sungchanuna/status/1729745096008950267","","Seoul, Republic of Korea"
"Thu Nov 30 13:58:36 +0000 2023","1730224816492277919","pen nonton yoasobi tapi mahal juga anjg","1","0","0","0","in","1295239714891423744","1730224816492277919","rafariin","https://twitter.com/rafariin/status/1730224816492277919","",""
"Wed Nov 29 00:03:19 +0000 2023","1729652221468365283","bener T_____t makanya kaget pas liat tiket yoasobi coy murah banget","0","1","0","0","in","792713871530176512","1729652221468365283","danhegn","https://twitter.com/danhegn/status/1729652221468365283","","fub free idrc"
"Tue Nov 28 15:27:07 +0000 2023","1729522315166441861","yoasobi murah  manifesting eve juga murah","0","0","0","0","in","1135100416201375744","1729522315166441861","hareiona","https://twitter.com/hareiona/status/1729522315166441861","","any prns / 18↑"
"Tue Nov 28 13:40:48 +0000 2023","1729495560754016490","tiketnya yoasobi murah anj 😭😭😭😭😭😭😭😭","0","1","0","0","in","1715021651249905665","1729495560754016490","ziohgnus","https://twitter.com/ziohgnus/status/1729495560754016490","","byf read carrd"
"Wed Nov 29 08:24:55 +0000 2023","1729778453824651656","tiket yoasobi murah bet hanjir","0","0","0","0","in","1524745457234153475","1729778453824651656","fabulouseprince","https://twitter.com/fabulouseprince/status/1729778453824651656","",""
"Tue Nov 28 13:16:00 +0000 2023","1729489316571987990","Yoasobi murah ya anjir di satu sisi w seneng karena harganya ga kayak konser kpop gajelas tp di sisi lain WAR-NYA????? HALO GUA TAKUT","0","2","0","0","in","1447909376052789249","1729489316571987990","tokoyamied","https://twitter.com/tokoyamied/status/1729489316571987990","",""
"Tue Nov 28 13:33:08 +0000 2023","1729493628689805573","Mahal maknat tiket Yoasobi🤣🤣","0","0","0","0","in","467489962","1729493628689805573","radhiozil","https://twitter.com/radhiozil/status/1729493628689805573","","Johor"
"Tue Nov 28 12:49:28 +0000 2023","1729482639193555451","Ini untuk ukuran Yoasobi yang punya fanbase gede dan casual listener yang banyak dari Indonesia termasuk murah jirrrrrr tapi kenapa harus di tanggal 16 pas weekday mana ticketingnya hari Jumat fak kata gua teh😭😭 https://t.co/75G4xq7Xro","0","3","0","0","in","427058399","1729482639193555451","Topekhanbeondeo","https://twitter.com/Topekhanbeondeo/status/1729482639193555451","https://pbs.twimg.com/media/GABbSMaWIAAn0AU.jpg",""
"Wed Nov 29 03:49:48 +0000 2023","1729709215533457685","tiketnya yoasobi murah baget anjrittttr","0","0","0","0","in","1673152229753376768","1729709215533457685","catofication","https://twitter.com/catofication/status/1729709215533457685","",""
"Wed Nov 29 02:49:34 +0000 2023","1729694057423610065","Ngga panik gda soalnya ga bakal nonton mahal banget aku lebih panik yoasobi","0","0","0","0","in","1683476125240967170","1729694057423610065","mweonji","https://twitter.com/mweonji/status/1729694057423610065","","24 // rants, svt, au reading"
"Tue Nov 28 16:38:03 +0000 2023","1729540165348266129","YOASOBI MURAH BGT ANJEEERR AAAA","0","1","0","0","in","1051514658903941120","1729540165348266129","Asnodthiver","https://twitter.com/Asnodthiver/status/1729540165348266129","",""
"Wed Nov 29 14:48:05 +0000 2023","1729874880538325035","Bapak mahal tix yoasobi 😭","0","0","0","0","in","503052919","1729874880538325035","ArffSafuan","https://twitter.com/ArffSafuan/status/1729874880538325035","",""
"Tue Nov 28 16:29:38 +0000 2023","1729538048806080885","TIKET YOASOBI MURAH    dibanding artis kpop...... ya Allah........ tapi ttp mahal 2 juta tuh bjir.....","0","0","0","0","in","1290621561917943810","1729538048806080885","cidinakatelddkn","https://twitter.com/cidinakatelddkn/status/1729538048806080885","","she/her"
"Tue Nov 28 12:21:25 +0000 2023","1729475579932766541","WOOOYYY YOASOBI MURAH BANGEEETTTTTTT TIKETNYAAAA HELLOO OMG APAKAH AKU HARUS CAW????? TP ANJ THE ROSE TGL 18 NYA CUMA SELANG 2 HARI SI BANGKE 😭","0","2","0","3","in","1179261668427124736","1729475579932766541","seomitsuji","https://twitter.com/seomitsuji/status/1729475579932766541","","op | oorers"
"Wed Nov 29 06:51:34 +0000 2023","1729754961100091657","Bener anjir  gue belum pernah nonton konser tapi artis segede YOASOBI aja harga tiket paling mahal gak sampe 2 juta.","0","1","0","0","in","1681317286551130117","1729754961100091657","projekmangkrak","https://twitter.com/projekmangkrak/status/1729754961100091657","","ic:"
"Wed Nov 29 04:22:11 +0000 2023","1729717367762985252","Krn biasa beli modal 3 5jt buat plg depan jd liat yoasobi tuh murah bgt😭","0","0","0","1","in","137551350","1729717367762985252","seRiaphim","https://twitter.com/seRiaphim/status/1729717367762985252","",""
"Wed Nov 29 03:28:14 +0000 2023","1729703788783509876","pls jangan pada bilang price list yoasobi murah anjir!!! gue tkut kedepannya malah tbtb jadi mahal 😭😭 ini yg pada bilang murah karena keseringan liat konser2 diatas ump sih jadi pas announce yoasobi lgsg pada blg murah lah ini lah . SIAL ... TOLONGLAH 😭😭😭","0","0","0","0","in","414730614","1729703788783509876","nelaa12","https://twitter.com/nelaa12/status/1729703788783509876","",""
"Wed Nov 29 05:08:04 +0000 2023","1729728911750168897","Hanya berharap gabanyak org yg jd fomoan beli tiket yoasobi cuma karena "murah banget" 😞","0","1","0","0","in","1056382544688513024","1729728911750168897","diamondlyfe_","https://twitter.com/diamondlyfe_/status/1729728911750168897","",""
"Tue Nov 28 15:29:48 +0000 2023","1729522991703502986","Tiket yoasobi murah 🥹 Tapi klo gw gapunya duit ya sama aja sih mahal 😓","0","0","0","0","in","1255560016586657792","1729522991703502986","Sweetcre_","https://twitter.com/Sweetcre_/status/1729522991703502986","","Duniaku sendiri. "
"Tue Nov 28 13:28:56 +0000 2023","1729492572719161408","the yoasobi CAT1 ticket bener2 sumpah kok murah bgt ajg under 2 jt an","0","0","0","0","in","1693119693824126977","1729492572719161408","G4C0AN","https://twitter.com/G4C0AN/status/1729492572719161408","","Santiago Bernabeu "
"Tue Nov 28 23:09:20 +0000 2023","1729638635744510064","Gak dulu GDA  konser yoasobi wl aku dr taun lalu jadi ini lebih prioritas (DAN MURAH)  Maap bin  chan  jisung  hyunee  inyo  piliks  mong  ayen  kita ketemu di world tour aja. Sehat-sehat ya anak2 ganteng nanti perform di GDA. 😭😭🍀 https://t.co/jxpM75Y2zU","0","1","0","0","in","1341931407434608640","1729638635744510064","seobahngch","https://twitter.com/seobahngch/status/1729638635744510064","https://pbs.twimg.com/media/GADpKzracAAIQ1e.jpg",""
"Wed Nov 29 02:05:06 +0000 2023","1729682868736041271","eh gila pricelist yoasobi murah bgt coy mau tp duitnya buat bayar ukt semester depan🙃","0","0","0","0","in","1303182507110612994","1729682868736041271","qunafantasia","https://twitter.com/qunafantasia/status/1729682868736041271","",""
"Tue Nov 28 13:38:44 +0000 2023","1729495039292907991","MURAH BGT ANJIR.. tapi jarang dengerin yoasobi yoasobi ini","0","0","0","0","in","1655166646917677056","1729495039292907991","demonsmow","https://twitter.com/demonsmow/status/1729495039292907991","","IDN/EN"
"Tue Nov 28 13:16:19 +0000 2023","1729489398335758372","Tiket yoasobi lumayan murah  pleasee centimilimental ke indo dan tiketnya murah juga 😭","0","0","0","0","in","1243069053796634626","1729489398335758372","ikiyoom","https://twitter.com/ikiyoom/status/1729489398335758372","",""
"Tue Nov 28 13:28:36 +0000 2023","1729492489378439590","Termasuk murah tapi jujurly saya tida mampu wkwk kapan2 yoasobi mah pasti balik lagi /copium","0","1","0","0","in","1619775511","1729492489378439590","tasohaku","https://twitter.com/tasohaku/status/1729492489378439590","",""
"Wed Nov 29 09:25:23 +0000 2023","1729793671497658762","ternyata harga tiket konser yoasobi lebih murah dari perkiraan gue. gue kira harga sebelum pajak dan biaya lainnya ada yang tembus 2 jutaan kek konser one ok rock.","0","1","0","0","in","1478884713372606464","1729793671497658762","quowenmoritor","https://twitter.com/quowenmoritor/status/1729793671497658762","",""
"Tue Nov 28 13:03:10 +0000 2023","1729486090556543202","anjir  untuk sekelas yoasobi ini terbilang murah bgt coyy dan gua mau bgt tp tgl segitu pasti gua lagi ujian","0","0","0","0","in","1435155589861052417","1729486090556543202","jwinolx","https://twitter.com/jwinolx/status/1729486090556543202","","multistan"
"Wed Nov 29 02:39:37 +0000 2023","1729691555961663554","tiket yoasobi termasuk murah anj tpi tanggalnya jelek banget...","0","0","0","0","in","1361396472093110275","1729691555961663554","rindouruu","https://twitter.com/rindouruu/status/1729691555961663554","","anypron"
"Tue Nov 28 13:52:28 +0000 2023","1729498493751120139","Yoasobi jkt murah bgt cuy","0","0","0","0","in","1333880370853416961","1729498493751120139","dalse6no","https://twitter.com/dalse6no/status/1729498493751120139","","he/him"
"Wed Nov 29 02:37:04 +0000 2023","1729690911406260435","asli tp pas liat harga yoasobi gue ngebatin "murah cuk ini mah worth it" njir fak kata gue teh mending nonton yoasobi kalo gitu wkwk https://t.co/hgWL1EbMK5","0","1","0","0","in","272834898","1729690911406260435","heyminwon","https://twitter.com/heyminwon/status/1729690911406260435","","RPS #민원 carat'17"
"Fri Nov 24 15:47:42 +0000 2023","1728077943233008054","yoasobi knp hrs pk dah yg megang huuhuu mahal ni pasti","0","0","0","0","in","276926949","1728077943233008054","redyyder","https://twitter.com/redyyder/status/1728077943233008054","","Jakarta Capital Region, Indone"
"Tue Nov 28 14:58:21 +0000 2023","1729515076049391754","harga tiket yoasobi lumayan murah ih jd pengennn","0","0","0","0","in","1015078846318587904","1729515076049391754","smiling9yu","https://twitter.com/smiling9yu/status/1729515076049391754","",""
"Wed Nov 29 03:35:42 +0000 2023","1729705670935535853","Murah asli dah buat yoasobi😭","0","0","0","0","in","1684623413330276352","1729705670935535853","oksitoshirin","https://twitter.com/oksitoshirin/status/1729705670935535853","","21+ || MDNI🔞 HOMOPHOBIC DNI🚫"
"Wed Nov 29 08:43:43 +0000 2023","1729783185536376992","Yoasobi murah bgt yaa😭 jadi pingin","0","1","0","0","in","950434446427090944","1729783185536376992","mostlyk93","https://twitter.com/mostlyk93/status/1729783185536376992","",""
"Wed Nov 29 06:48:21 +0000 2023","1729754149678354884","AHAHAHAHAHAH BENER LAGI. Semalem kejadian pula pas manasin mas pacar suruh nonton yoasobi karena gile tiketnya murah banget wkwk. Padahal mah segitu tetep aja jutaan wkwk.","0","0","0","0","in","1280218507246854147","1729754149678354884","dikacanginjyani","https://twitter.com/dikacanginjyani/status/1729754149678354884","",""
"Thu Nov 30 06:35:26 +0000 2023","1730113290087641179","Tiket konser ive masih available  tapi mahal busyet. Mending nonton ive atau nunggu yoasobi","0","2","0","0","in","1576635923605094401","1730113290087641179","laterolaterall","https://twitter.com/laterolaterall/status/1730113290087641179","",""
"Wed Nov 29 07:14:46 +0000 2023","1729760799076274433","kan yaa tadi liat komen di tt ada yang bilang “apa ngga bisa 500k gitu” (kurleb kata’nya kek gitu) 😭😭😭😭 harga segitu untuk ukuran yoasobi udah termasuk murah padahal🥲","0","0","0","0","in","1361182466732531715","1729760799076274433","everyn_day","https://twitter.com/everyn_day/status/1729760799076274433","","kwangya"
"Tue Nov 28 13:03:30 +0000 2023","1729486170512671175","Untuk sekelas sebesar yoasobi  jujur ini termasuk murah 😭✨️","0","3","0","0","in","202541924","1729486170512671175","kyusarin03","https://twitter.com/kyusarin03/status/1729486170512671175","","٩( ᐛ )و"
"Wed Nov 29 09:19:51 +0000 2023","1729792277097115762","Tiket yoasobi masih terbilang mahal dr hrga d negara lain  tp aku ky kena culture shock aja gitu soalnya udh biasa dpt/Liat promotor kosple lintah darat yg kalo matok harga tiket konser lebih dr UMR mana belom termasuk tax 15%+5% pula","0","0","0","0","in","1365604919751811076","1729792277097115762","tamari_chae","https://twitter.com/tamari_chae/status/1729792277097115762","","DKI Jakarta, Indonesia"
"Sat Nov 25 01:25:35 +0000 2023","1728223372432318545","Open Rent iPhone 13 Pro 256gb                Event : Yoasobi live in Jakarta  16 januari 2023✅ 💸fee by dm  Murah  no deposit  t&amp;c dm/wa di bio (via dm twitter ada limit)    tag : wts wtr sewa want to rent iphone 13 pro 256 gb https://t.co/FasMgUePM4","0","0","0","0","in","2410394070","1728223372432318545","honeeeys_","https://twitter.com/honeeeys_/status/1728223372432318545","https://pbs.twimg.com/media/F_vh_6CbEAAkVdG.jpg","Depok, Jawa Barat"
"Tue Nov 28 16:29:35 +0000 2023","1729538034344038404","Hell nah ticket paling murah yoasobi lebih kurang harga ticket paling murah taylor siot mende sial harga yahudi sangat ni😭😭😭","0","1","0","0","in","1146036687698444289","1729538034344038404","chifuyufuyuu","https://twitter.com/chifuyufuyuu/status/1729538034344038404","","at my lowest"
"Wed Nov 29 12:52:15 +0000 2023","1729845727965204721","Baru liat PL nya yoasobi lgsg beristigfar krn murah 🥴","0","1","0","0","in","84078189","1729845727965204721","tbfhyeol","https://twitter.com/tbfhyeol/status/1729845727965204721","",""
"Tue Nov 28 13:04:06 +0000 2023","1729486321763451272","Bucet dah gak nyangka lebih murah daripada konser kpop wkwk padahal YOASOBI terbilang  terkenal loh","0","0","0","0","in","432699375","1729486321763451272","andimegame","https://twitter.com/andimegame/status/1729486321763451272","","IZ"
"Wed Nov 29 06:50:52 +0000 2023","1729754784696037750","pas liat komen orang-orang setelah price list konser yoasobi juga kaget. kok bisa harga segitu murah  terus inget kalau artis luar negeri lain banyak yang harganya lebih mahal","0","0","0","0","in","1260018787400577024","1729754784696037750","kcratsdire","https://twitter.com/kcratsdire/status/1729754784696037750","","Indonesia"
"Wed Nov 29 03:17:35 +0000 2023","1729701110934295029","Th 2022 keshi 965k tiket termurah sama si pk juga (tax included). ngeliat yoasobi tiket termurahnya di angka 1  malah ngerasa mahal  mana masi exc tax adm wkwkwk","0","0","0","0","in","1640036627031666696","1729701110934295029","matteyou","https://twitter.com/matteyou/status/1729701110934295029","","she/her | 20’s"
"Tue Nov 28 13:43:39 +0000 2023","1729496276369322402","Jadi kepikiran krn tiket yoasobi "murah" bagi orang2 warnya bakal gimanaa wkwkw🤣","0","0","1","0","in","891358728452100096","1729496276369322402","euphoriyaay","https://twitter.com/euphoriyaay/status/1729496276369322402","","+62"
